Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP129672.1	4773592	4774437		plus	aliphatic sulfonate ABC transporter permease SsuC	ssuC		protein-coding			WP_302090003.1	aliphatic sulfonate ABC transporter permease SsuC	281	QYQ99_RS21955
NZ_CP129672.1	4774550	4775560		plus	ATP-binding cassette domain-containing protein			protein-coding			WP_302090004.1	ATP-binding cassette domain-containing protein	336	QYQ99_RS21960
NZ_CP129672.1	4775631	4776563		plus	CysB family HTH-type transcriptional regulator			protein-coding			WP_302090005.1	CysB family HTH-type transcriptional regulator	310	QYQ99_RS21965
NZ_CP129672.1	4776567	4776887		minus	hypothetical protein			protein-coding			WP_302090006.1	hypothetical protein	106	QYQ99_RS21970
NZ_CP129672.1	4776928	4777143		plus	TOBE domain-containing protein			protein-coding			WP_003053517.1	TOBE domain-containing protein	71	QYQ99_RS21975
NZ_CP129672.1	4777323	4781171		minus	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	putA		protein-coding			WP_302090007.1	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	1282	QYQ99_RS21980
NZ_CP129672.1	4781287	4781763		plus	Lrp/AsnC ligand binding domain-containing protein			protein-coding			WP_302090008.1	Lrp/AsnC ligand binding domain-containing protein	158	QYQ99_RS21985
NZ_CP129672.1	4781961	4783505		plus	methyl-accepting chemotaxis protein			protein-coding			WP_302090009.1	methyl-accepting chemotaxis protein	514	QYQ99_RS21990
NZ_CP129672.1	4783614	4784090		minus	DUF2269 family protein			protein-coding			WP_003075194.1	DUF2269 family protein	158	QYQ99_RS21995
NZ_CP129672.1	4784087	4784524		minus	DoxX-like family protein			protein-coding			WP_302090010.1	DoxX-like family protein	145	QYQ99_RS22000
NZ_CP129672.1	4784517	4785401		minus	NAD-dependent epimerase/dehydratase family protein			protein-coding			WP_302090011.1	NAD-dependent epimerase/dehydratase family protein	294	QYQ99_RS22005
NZ_CP129672.1	4785449	4786000		minus	GbsR/MarR family transcriptional regulator			protein-coding			WP_003075187.1	GbsR/MarR family transcriptional regulator	183	QYQ99_RS22010
NZ_CP129672.1	4786231	4786542		plus	hypothetical protein			protein-coding			WP_302090012.1	hypothetical protein	103	QYQ99_RS22015
NZ_CP129672.1	4786694	4788193		plus	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	rlmD		protein-coding			WP_302090013.1	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	499	QYQ99_RS22020
NZ_CP129672.1	4788230	4789147		minus	ZIP family metal transporter			protein-coding			WP_302090014.1	ZIP family metal transporter	305	QYQ99_RS22025
NZ_CP129672.1	4789151	4789786		minus	superoxide dismutase			protein-coding			WP_302090015.1	superoxide dismutase	211	QYQ99_RS22030
NZ_CP129672.1	4789820	4790335		minus	hypothetical protein			protein-coding			WP_302090016.1	hypothetical protein	171	QYQ99_RS22035
NZ_CP129672.1	4790332	4790832		minus	DUF2325 domain-containing protein			protein-coding			WP_302090017.1	DUF2325 domain-containing protein	166	QYQ99_RS22040
NZ_CP129672.1	4791143	4791496		minus	hypothetical protein			protein-coding			WP_302090018.1	hypothetical protein	117	QYQ99_RS22045
NZ_CP129672.1	4791643	4792335		minus	Bax inhibitor-1/YccA family protein			protein-coding			WP_302090019.1	Bax inhibitor-1/YccA family protein	230	QYQ99_RS22050
NZ_CP129672.1	4792528	4792935		plus	GlcG/HbpS family heme-binding protein			protein-coding			WP_003053536.1	GlcG/HbpS family heme-binding protein	135	QYQ99_RS22055
NZ_CP129672.1	4793142	4793351		minus	hemin uptake protein HemP			protein-coding			WP_302090020.1	hemin uptake protein HemP	69	QYQ99_RS22060
NZ_CP129672.1	4793617	4794033		minus	ExbD/TolR family protein			protein-coding			WP_302090021.1	ExbD/TolR family protein	138	QYQ99_RS22065
NZ_CP129672.1	4794037	4794759		minus	MotA/TolQ/ExbB proton channel family protein			protein-coding			WP_302090022.1	MotA/TolQ/ExbB proton channel family protein	240	QYQ99_RS22070
NZ_CP129672.1	4794783	4795508		minus	energy transducer TonB			protein-coding			WP_302090023.1	energy transducer TonB	241	QYQ99_RS22075
NZ_CP129672.1	4795653	4795946		minus	(2Fe-2S)-binding protein			protein-coding			WP_302093245.1	(2Fe-2S)-binding protein	97	QYQ99_RS22080
NZ_CP129672.1	4796042	4797169		minus	alpha-hydroxy acid oxidase			protein-coding			WP_302093246.1	alpha-hydroxy acid oxidase	375	QYQ99_RS22085
NZ_CP129672.1	4797290	4797970		minus	Fe2+-dependent dioxygenase			protein-coding			WP_302090024.1	Fe2+-dependent dioxygenase	226	QYQ99_RS22090
NZ_CP129672.1	4798239	4800494		minus	TonB-dependent receptor			protein-coding			WP_302090025.1	TonB-dependent receptor	751	QYQ99_RS22095
NZ_CP129672.1	4800864	4801514		plus	PepSY-associated TM helix domain-containing protein			protein-coding			WP_302090026.1	PepSY-associated TM helix domain-containing protein	216	QYQ99_RS22100
NZ_CP129672.1	4801669	4802190		plus	DUF2271 domain-containing protein			protein-coding			WP_057092629.1	DUF2271 domain-containing protein	173	QYQ99_RS22105
NZ_CP129672.1	4802399	4803199		plus	DUF4198 domain-containing protein			protein-coding			WP_302090027.1	DUF4198 domain-containing protein	266	QYQ99_RS22110
NZ_CP129672.1	4803285	4804403		plus	FAD:protein FMN transferase			protein-coding			WP_302090028.1	FAD:protein FMN transferase	372	QYQ99_RS22115
NZ_CP129672.1	4804400	4805803		plus	sulfite reductase subunit alpha			protein-coding			WP_302090029.1	sulfite reductase subunit alpha	467	QYQ99_RS22120
NZ_CP129672.1	4805975	4806283		minus	SWIB/MDM2 domain-containing protein			protein-coding			WP_003053560.1	SWIB/MDM2 domain-containing protein	102	QYQ99_RS22125
NZ_CP129672.1	4806201	4806470		plus	hypothetical protein			protein-coding			WP_302093293.1	hypothetical protein	89	QYQ99_RS22130
NZ_CP129672.1	4806562	4807077		plus	ribonuclease E activity regulator RraA	rraA		protein-coding			WP_302090030.1	ribonuclease E activity regulator RraA	171	QYQ99_RS22135
NZ_CP129672.1	4807091	4807999		minus	DMT family transporter			protein-coding			WP_302090031.1	DMT family transporter	302	QYQ99_RS22140
NZ_CP129672.1	4808510	4809841		plus	isocitrate lyase	aceA		protein-coding			WP_003053566.1	isocitrate lyase	443	QYQ99_RS22145
NZ_CP129672.1	4810163	4812082		plus	threonine--tRNA ligase	thrS		protein-coding			WP_003075153.1	threonine--tRNA ligase	639	QYQ99_RS22150
NZ_CP129672.1	4812165	4812797		plus	translation initiation factor IF-3	infC		protein-coding			WP_302090032.1	translation initiation factor IF-3	210	QYQ99_RS22155
NZ_CP129672.1	4813073	4813276		plus	50S ribosomal protein L35	rpmI		protein-coding			WP_034365623.1	50S ribosomal protein L35	67	QYQ99_RS22160
NZ_CP129672.1	4813303	4813662		plus	50S ribosomal protein L20	rplT		protein-coding			WP_003053572.1	50S ribosomal protein L20	119	QYQ99_RS22165
NZ_CP129672.1	4813863	4814915		plus	phenylalanine--tRNA ligase subunit alpha	pheS		protein-coding			WP_003069975.1	phenylalanine--tRNA ligase subunit alpha	350	QYQ99_RS22170
NZ_CP129672.1	4815083	4817536		plus	phenylalanine--tRNA ligase subunit beta	pheT		protein-coding			WP_302090033.1	phenylalanine--tRNA ligase subunit beta	817	QYQ99_RS22175
NZ_CP129672.1	4817565	4817891		plus	integration host factor subunit alpha			protein-coding			WP_302090034.1	integration host factor subunit alpha	108	QYQ99_RS22180
NZ_CP129672.1	4818133	4818582		plus	MerR family transcriptional regulator			protein-coding			WP_302090035.1	MerR family transcriptional regulator	149	QYQ99_RS22185
NZ_CP129672.1	4818613	4818689		plus	tRNA-Pro			tRNA						QYQ99_RS22190
NZ_CP129672.1	4819501	4821024		plus	TolC family outer membrane protein			protein-coding			WP_302090036.1	TolC family outer membrane protein	507	QYQ99_RS22195
NZ_CP129672.1	4821062	4821307		plus	hypothetical protein			protein-coding			WP_302090037.1	hypothetical protein	81	QYQ99_RS22200
NZ_CP129672.1	4821502	4823640		plus	type I secretion system permease/ATPase			protein-coding			WP_302093247.1	type I secretion system permease/ATPase	712	QYQ99_RS22205
NZ_CP129672.1	4823637	4825049		plus	HlyD family type I secretion periplasmic adaptor subunit			protein-coding			WP_302090038.1	HlyD family type I secretion periplasmic adaptor subunit	470	QYQ99_RS22210
NZ_CP129672.1	4825083	4825721		plus	response regulator transcription factor			protein-coding			WP_302090039.1	response regulator transcription factor	212	QYQ99_RS22215
NZ_CP129672.1	4825988	4845553		plus	tandem-95 repeat protein			protein-coding			WP_302090040.1	tandem-95 repeat protein	6521	QYQ99_RS22220
NZ_CP129672.1	4845786	4846514		plus	transglutaminase-like cysteine peptidase			protein-coding			WP_302090041.1	transglutaminase-like cysteine peptidase	242	QYQ99_RS22225
NZ_CP129672.1	4846580	4848565		plus	bifunctional diguanylate cyclase/phosphodiesterase			protein-coding			WP_302090042.1	bifunctional diguanylate cyclase/phosphodiesterase	661	QYQ99_RS22230
NZ_CP129672.1	4848634	4849623		minus	bile acid:sodium symporter family protein			protein-coding			WP_302090043.1	bile acid:sodium symporter family protein	329	QYQ99_RS22235
NZ_CP129672.1	4849743	4850675		plus	LysR family transcriptional regulator			protein-coding			WP_302090044.1	LysR family transcriptional regulator	310	QYQ99_RS22240
NZ_CP129672.1	4850680	4850997		minus	hypothetical protein			protein-coding			WP_302090045.1	hypothetical protein	105	QYQ99_RS22245
NZ_CP129672.1	4851930	4853498		plus	sensor domain-containing diguanylate cyclase			protein-coding			WP_304350660.1	sensor domain-containing diguanylate cyclase	522	QYQ99_RS22255
NZ_CP129672.1	4853638	4853853		plus	hypothetical protein			protein-coding			WP_302090048.1	hypothetical protein	71	QYQ99_RS22260
NZ_CP129672.1	4854463	4854726		minus	translation initiation factor IF-1	infA		protein-coding			WP_003061434.1	translation initiation factor IF-1	87	QYQ99_RS22265
NZ_CP129672.1	4854750	4854968		minus	hypothetical protein			protein-coding			WP_302090049.1	hypothetical protein	72	QYQ99_RS22270
NZ_CP129672.1	4855613	4856500		plus	tyrosine-type recombinase/integrase			protein-coding			WP_302090050.1	tyrosine-type recombinase/integrase	295	QYQ99_RS22275
NZ_CP129672.1	4856739	4856942		minus	hypothetical protein			protein-coding			WP_302090051.1	hypothetical protein	67	QYQ99_RS22280
NZ_CP129672.1	4856939	4857583		minus	hypothetical protein			protein-coding			WP_302090052.1	hypothetical protein	214	QYQ99_RS22285
NZ_CP129672.1	4857916	4858440		plus	SMI1/KNR4 family protein			protein-coding			WP_302090053.1	SMI1/KNR4 family protein	174	QYQ99_RS22290
NZ_CP129672.1	4858719	4859474		minus	hypothetical protein			protein-coding			WP_302090054.1	hypothetical protein	251	QYQ99_RS22295
NZ_CP129672.1	4859746	4860048		plus	hypothetical protein			protein-coding			WP_302090055.1	hypothetical protein	100	QYQ99_RS22300
NZ_CP129672.1	4860152	4861123		minus	recombination-associated protein RdgC			protein-coding			WP_302090056.1	recombination-associated protein RdgC	323	QYQ99_RS22305
NZ_CP129672.1	4861265	4861576		plus	hypothetical protein			protein-coding			WP_302090057.1	hypothetical protein	103	QYQ99_RS22310
NZ_CP129672.1	4861605	4861799		minus	hypothetical protein			protein-coding			WP_302090058.1	hypothetical protein	64	QYQ99_RS22315
NZ_CP129672.1	4861856	4861993		minus	hypothetical protein			protein-coding			WP_302090059.1	hypothetical protein	45	QYQ99_RS22320
NZ_CP129672.1	4863041	4864276		plus	S1C family serine protease			protein-coding			WP_302090060.1	S1C family serine protease	411	QYQ99_RS22325
NZ_CP129672.1	4864765	4864944		minus	hypothetical protein			protein-coding			WP_302090061.1	hypothetical protein	59	QYQ99_RS22330
NZ_CP129672.1	4864969	4865187		minus	hypothetical protein			protein-coding			WP_302090062.1	hypothetical protein	72	QYQ99_RS22335
NZ_CP129672.1	4866034	4866213		minus	hypothetical protein			protein-coding			WP_302090063.1	hypothetical protein	59	QYQ99_RS22340
NZ_CP129672.1	4867224	4867733		minus	hypothetical protein			protein-coding			WP_302090064.1	hypothetical protein	169	QYQ99_RS22345
NZ_CP129672.1	4867772	4868326		minus	S24 family peptidase			protein-coding			WP_302090065.1	S24 family peptidase	184	QYQ99_RS22350
NZ_CP129672.1	4868378	4868500		minus	uncharacterized gene			pseudogene						QYQ99_RS28380
NZ_CP129672.1	4868583	4868855		plus	helix-turn-helix domain-containing protein			protein-coding			WP_302090066.1	helix-turn-helix domain-containing protein	90	QYQ99_RS22355
NZ_CP129672.1	4869129	4869353		plus	hypothetical protein			protein-coding			WP_302090067.1	hypothetical protein	74	QYQ99_RS22360
NZ_CP129672.1	4869346	4869792		plus	hypothetical protein			protein-coding			WP_302090068.1	hypothetical protein	148	QYQ99_RS22365
NZ_CP129672.1	4869789	4870469		plus	Rha family transcriptional regulator			protein-coding			WP_302090069.1	Rha family transcriptional regulator	226	QYQ99_RS22370
NZ_CP129672.1	4870537	4871544		plus	hypothetical protein			protein-coding			WP_302090070.1	hypothetical protein	335	QYQ99_RS22375
NZ_CP129672.1	4871541	4872101		plus	hypothetical protein			protein-coding			WP_302090071.1	hypothetical protein	186	QYQ99_RS22380
NZ_CP129672.1	4872101	4872661		plus	DUF1064 domain-containing protein			protein-coding			WP_302090072.1	DUF1064 domain-containing protein	186	QYQ99_RS22385
NZ_CP129672.1	4872658	4872915		plus	hypothetical protein			protein-coding			WP_302090073.1	hypothetical protein	85	QYQ99_RS22390
NZ_CP129672.1	4872906	4873484		plus	hypothetical protein			protein-coding			WP_302090074.1	hypothetical protein	192	QYQ99_RS22395
NZ_CP129672.1	4873518	4874075		plus	hypothetical protein			protein-coding			WP_302090075.1	hypothetical protein	185	QYQ99_RS22400
NZ_CP129672.1	4874264	4874815		plus	hypothetical protein			protein-coding			WP_302090076.1	hypothetical protein	183	QYQ99_RS22405
NZ_CP129672.1	4874964	4875731		minus	HNH endonuclease			protein-coding			WP_302090077.1	HNH endonuclease	255	QYQ99_RS22410
NZ_CP129672.1	4875973	4876701		plus	hypothetical protein			protein-coding			WP_302090078.1	hypothetical protein	242	QYQ99_RS22415
NZ_CP129672.1	4876698	4878014		plus	PBSX family phage terminase large subunit			protein-coding			WP_302090079.1	PBSX family phage terminase large subunit	438	QYQ99_RS22420
NZ_CP129672.1	4878011	4880299		plus	hypothetical protein			protein-coding			WP_302090080.1	hypothetical protein	762	QYQ99_RS22425
NZ_CP129672.1	4880532	4881578		plus	hypothetical protein			protein-coding			WP_302090081.1	hypothetical protein	348	QYQ99_RS22430
NZ_CP129672.1	4881593	4882882		plus	phage capsid family protein			protein-coding			WP_302090082.1	phage capsid family protein	429	QYQ99_RS22435
NZ_CP129672.1	4882943	4883422		plus	hypothetical protein			protein-coding			WP_302090083.1	hypothetical protein	159	QYQ99_RS22440
NZ_CP129672.1	4883490	4883933		plus	hypothetical protein			protein-coding			WP_302090084.1	hypothetical protein	147	QYQ99_RS22445
NZ_CP129672.1	4883935	4884609		plus	phage adaptor protein			protein-coding			WP_302090085.1	phage adaptor protein	224	QYQ99_RS22450
NZ_CP129672.1	4884618	4886540		plus	hypothetical protein			protein-coding			WP_302090086.1	hypothetical protein	640	QYQ99_RS22455
NZ_CP129672.1	4886537	4886983		minus	hypothetical protein			protein-coding			WP_302090087.1	hypothetical protein	148	QYQ99_RS22460
NZ_CP129672.1	4887277	4898397		plus	PLxRFG domain-containing protein			protein-coding			WP_302093248.1	PLxRFG domain-containing protein	3706	QYQ99_RS22465
NZ_CP129672.1	4898564	4899538		minus	LysR family transcriptional regulator			protein-coding			WP_302090088.1	LysR family transcriptional regulator	324	QYQ99_RS22470
NZ_CP129672.1	4899636	4900643		plus	NAD(P)H-binding protein			protein-coding			WP_302090089.1	NAD(P)H-binding protein	335	QYQ99_RS22475
NZ_CP129672.1	4900843	4901244		plus	hypothetical protein			protein-coding			WP_302090090.1	hypothetical protein	133	QYQ99_RS22480
NZ_CP129672.1	4901254	4902369		plus	hypothetical protein			protein-coding			WP_302090091.1	hypothetical protein	371	QYQ99_RS22485
NZ_CP129672.1	4902486	4903148		plus	hypothetical protein			protein-coding			WP_302090092.1	hypothetical protein	220	QYQ99_RS22490
NZ_CP129672.1	4903142	4904308		plus	hypothetical protein			protein-coding			WP_302090093.1	hypothetical protein	388	QYQ99_RS22495
NZ_CP129672.1	4904305	4906587		plus	hypothetical protein			protein-coding			WP_302090094.1	hypothetical protein	760	QYQ99_RS22500
NZ_CP129672.1	4906596	4907036		plus	hypothetical protein			protein-coding			WP_302090095.1	hypothetical protein	146	QYQ99_RS22505
NZ_CP129672.1	4907038	4908840		plus	hypothetical protein			protein-coding			WP_302090096.1	hypothetical protein	600	QYQ99_RS22510
NZ_CP129672.1	4908891	4909187		plus	hypothetical protein			protein-coding			WP_302090097.1	hypothetical protein	98	QYQ99_RS22515
NZ_CP129672.1	4909184	4909819		plus	lysozyme			protein-coding			WP_302090098.1	lysozyme	211	QYQ99_RS22520
NZ_CP129672.1	4909807	4910301		plus	hypothetical protein			protein-coding			WP_302090099.1	hypothetical protein	164	QYQ99_RS22525
NZ_CP129672.1	4910298	4910699		plus	crAss001_48 related protein			protein-coding			WP_302090100.1	crAss001_48 related protein	133	QYQ99_RS22530
NZ_CP129672.1	4911063	4911425		minus	hypothetical protein			protein-coding			WP_302090101.1	hypothetical protein	120	QYQ99_RS22535
NZ_CP129672.1	4911508	4911777		plus	hypothetical protein			protein-coding			WP_302090102.1	hypothetical protein	89	QYQ99_RS22540
NZ_CP129672.1	4912471	4913127		minus	DUF1566 domain-containing protein			protein-coding			WP_147282748.1	DUF1566 domain-containing protein	218	QYQ99_RS22545
NZ_CP129672.1	4913432	4914955		plus	RNB domain-containing ribonuclease			protein-coding			WP_302093249.1	RNB domain-containing ribonuclease	507	QYQ99_RS22550
NZ_CP129672.1	4915172	4916035		plus	transglutaminase-like domain-containing protein			protein-coding			WP_302093250.1	transglutaminase-like domain-containing protein	287	QYQ99_RS22555
NZ_CP129672.1	4916508	4917290		minus	uncharacterized gene			pseudogene						QYQ99_RS22560
NZ_CP129672.1	4917848	4918279		plus	hypothetical protein			protein-coding			WP_302090103.1	hypothetical protein	143	QYQ99_RS22565
